activity_column,class,rank,sensor,importance,n_samples
LL_Left_Arm_Object,Cup,4,Accelerometer_CUP_accX,0.017606609665745523,10265.0
LL_Left_Arm_Object,Cup,5,LOCATION_TAG4_X,0.016526454691709432,10265.0
LL_Left_Arm_Object,Cup,6,Accelerometer_SPOON_accX_3,0.01642652829475249,10265.0
LL_Left_Arm_Object,Cup,7,Accelerometer_KNIFE1_accX_2,0.01618687336308524,10265.0
LL_Left_Arm_Object,Cup,8,LOCATION_TAG1_X,0.016183541368146582,10265.0
LL_Left_Arm_Object,Cup,9,Accelerometer_CUP_gyroX,0.0158375281246949,10265.0
LL_Left_Arm_Object,Cup,10,Accelerometer_KNIFE2_accX,0.01471789452125808,10265.0
LL_Left_Arm_Object,Dishwasher,1,Accelerometer_DISHWASHER_accZ,0.05356906021769947,3333.0
LL_Left_Arm_Object,Dishwasher,2,Accelerometer_DISHWASHER_accX,0.048086508894340865,3333.0
LL_Left_Arm_Object,Dishwasher,3,InertialMeasurementUnit_BACK_magneticZ,0.039667540291930495,3333.0
LL_Left_Arm_Object,Dishwasher,4,InertialMeasurementUnit_LUA_magneticY,0.0377278876314447,3333.0
LL_Left_Arm_Object,Dishwasher,5,InertialMeasurementUnit_R-SHOE_Compass,0.03584694133533961,3333.0
LL_Left_Arm_Object,Dishwasher,6,Accelerometer_LWR_accY,0.03403541884093535,3333.0
LL_Left_Arm_Object,Dishwasher,7,InertialMeasurementUnit_RUA_magneticY,0.0325896497440677,3333.0
LL_Left_Arm_Object,Dishwasher,8,InertialMeasurementUnit_LLA_magneticX,0.030744865352990657,3333.0
LL_Left_Arm_Object,Dishwasher,9,LOCATION_TAG1_X,0.027562837308484585,3333.0
LL_Left_Arm_Object,Dishwasher,10,InertialMeasurementUnit_LLA_accX,0.025789721992537023,3333.0
LL_Left_Arm_Object,Door1,1,LOCATION_TAG1_X,0.0998100716043391,763.0
LL_Left_Arm_Object,Door1,2,LOCATION_TAG4_X,0.08192582592103397,763.0
LL_Left_Arm_Object,Door1,3,Accelerometer_SALAMI_accX_3,0.05727812814386112,763.0
LL_Left_Arm_Object,Door1,4,LOCATION_TAG1_Y,0.05012100329121035,763.0
LL_Left_Arm_Object,Door1,5,LOCATION_TAG3_X,0.04264547618515992,763.0
LL_Left_Arm_Object,Door1,6,InertialMeasurementUnit_LUA_magneticY,0.029247922006080642,763.0
LL_Left_Arm_Object,Door1,7,LOCATION_TAG3_Y,0.02693385415597898,763.0
LL_Left_Arm_Object,Door1,8,InertialMeasurementUnit_LLA_magneticY,0.02547563325882385,763.0
LL_Left_Arm_Object,Door1,9,LOCATION_TAG2_Y,0.02500117375843203,763.0
LL_Left_Arm_Object,Door1,10,Accelerometer_SALAMI_accX_2,0.0226758742664627,763.0
LL_Left_Arm_Object,Door2,1,LOCATION_TAG1_Y,0.0790355069662532,279.0
LL_Left_Arm_Object,Door2,2,LOCATION_TAG4_Y,0.06953267227313152,279.0
LL_Left_Arm_Object,Door2,3,LOCATION_TAG2_Y,0.06569781469521284,279.0
LL_Left_Arm_Object,Door2,4,LOCATION_TAG3_Y,0.06419641039690754,279.0
LL_Left_Arm_Object,Door2,5,InertialMeasurementUnit_BACK_magneticX,0.06209067171309642,279.0
LL_Left_Arm_Object,Door2,6,Accelerometer_SALAMI_accX,0.05477414328119572,279.0
LL_Left_Arm_Object,Door2,7,LOCATION_TAG4_X,0.04992802200270855,279.0
LL_Left_Arm_Object,Door2,8,InertialMeasurementUnit_RUA_magneticX,0.044502242904137006,279.0
LL_Left_Arm_Object,Door2,9,Accelerometer_BREAD_accX_3,0.03691789754648697,279.0
LL_Left_Arm_Object,Door2,10,InertialMeasurementUnit_BACK_Quaternion3,0.029913666549051567,279.0
LL_Left_Arm_Object,Drawer1 (top),1,LOCATION_TAG1_X,0.1060234375150774,1543.0
LL_Left_Arm_Object,Drawer1 (top),2,LOCATION_TAG4_X,0.08388399283777175,1543.0
LL_Left_Arm_Object,Drawer1 (top),3,InertialMeasurementUnit_LUA_magneticX,0.06270707430450843,1543.0
LL_Left_Arm_Object,Drawer1 (top),4,LOCATION_TAG1_Y,0.058749101777914536,1543.0
LL_Left_Arm_Object,Drawer1 (top),5,InertialMeasurementUnit_LLA_magneticX,0.05414707966891986,1543.0
LL_Left_Arm_Object,Drawer1 (top),6,LOCATION_TAG4_Y,0.02989025857461571,1543.0
LL_Left_Arm_Object,Drawer1 (top),7,InertialMeasurementUnit_LLA_magneticZ,0.02754178402588943,1543.0
LL_Left_Arm_Object,Drawer1 (top),8,InertialMeasurementUnit_RLA_magneticX,0.026167067028846226,1543.0
LL_Left_Arm_Object,Drawer1 (top),9,InertialMeasurementUnit_BACK_magneticZ,0.02333680961646627,1543.0
LL_Left_Arm_Object,Drawer1 (top),10,InertialMeasurementUnit_LUA_magneticY,0.020559902997095415,1543.0
LL_Left_Arm_Object,Drawer2 (middle),1,LOCATION_TAG1_X,0.1035930435446411,1589.0
LL_Left_Arm_Object,Drawer2 (middle),2,LOCATION_TAG4_X,0.06157333142457035,1589.0
LL_Left_Arm_Object,Drawer2 (middle),3,InertialMeasurementUnit_LLA_accX,0.05228191770045954,1589.0
LL_Left_Arm_Object,Drawer2 (middle),4,InertialMeasurementUnit_LUA_magneticX,0.05109596432612109,1589.0
LL_Left_Arm_Object,Drawer2 (middle),5,LOCATION_TAG1_Y,0.045018035094090705,1589.0
LL_Left_Arm_Object,Drawer2 (middle),6,InertialMeasurementUnit_LLA_magneticX,0.040529100664701424,1589.0
LL_Left_Arm_Object,Drawer2 (middle),7,Accelerometer_LWR_accY,0.03762200266576021,1589.0
LL_Left_Arm_Object,Drawer2 (middle),8,InertialMeasurementUnit_BACK_magneticZ,0.028496347202370046,1589.0
LL_Left_Arm_Object,Drawer2 (middle),9,InertialMeasurementUnit_RLA_magneticX,0.027237404344450905,1589.0
LL_Left_Arm_Object,Drawer2 (middle),10,InertialMeasurementUnit_LUA_magneticY,0.02485499666990884,1589.0
LL_Left_Arm_Object,Drawer3 (lower),1,InertialMeasurementUnit_RUA_accY,0.08042950689206857,2397.0
LL_Left_Arm_Object,Drawer3 (lower),2,InertialMeasurementUnit_BACK_accX,0.07487605667098493,2397.0
LL_Left_Arm_Object,Drawer3 (lower),3,LOCATION_TAG1_X,0.06709763110234246,2397.0
LL_Left_Arm_Object,Drawer3 (lower),4,InertialMeasurementUnit_LUA_magneticX,0.05442923606712137,2397.0
LL_Left_Arm_Object,Drawer3 (lower),5,InertialMeasurementUnit_LLA_accX,0.04425202377878617,2397.0
LL_Left_Arm_Object,Drawer3 (lower),6,Accelerometer_HIP_accY,0.04355092267465365,2397.0
LL_Left_Arm_Object,Drawer3 (lower),7,InertialMeasurementUnit_BACK_accZ,0.04129531891010976,2397.0
LL_Left_Arm_Object,Drawer3 (lower),8,InertialMeasurementUnit_LLA_magneticX,0.030855951471499075,2397.0
LL_Left_Arm_Object,Drawer3 (lower),9,InertialMeasurementUnit_RLA_magneticX,0.029120601966832395,2397.0
LL_Left_Arm_Object,Drawer3 (lower),10,LOCATION_TAG1_Y,0.02874634293060853,2397.0
LL_Left_Arm_Object,Fridge,1,InertialMeasurementUnit_LLA_magneticX,0.0792466474013724,16522.0
LL_Left_Arm_Object,Fridge,2,Accelerometer_FRIDGE_accY,0.060545006633038835,16522.0
LL_Left_Arm_Object,Fridge,3,InertialMeasurementUnit_BACK_magneticZ,0.055730937029773296,16522.0
LL_Left_Arm_Object,Fridge,4,InertialMeasurementUnit_RUA_magneticY,0.04975623149914219,16522.0
LL_Left_Arm_Object,Fridge,5,InertialMeasurementUnit_LUA_magneticZ,0.04226013558142734,16522.0
LL_Left_Arm_Object,Fridge,6,InertialMeasurementUnit_LLA_accX,0.03529448350161548,16522.0
LL_Left_Arm_Object,Fridge,7,InertialMeasurementUnit_LUA_magneticY,0.03517672767627525,16522.0
LL_Left_Arm_Object,Fridge,8,InertialMeasurementUnit_RLA_magneticX,0.03259761766632534,16522.0
LL_Left_Arm_Object,Fridge,9,Accelerometer_LWR_accY,0.03036900649254437,16522.0
LL_Left_Arm_Object,Fridge,10,LOCATION_TAG1_X,0.028060497523137422,16522.0
LL_Left_Arm_Object,Glass,1,Accelerometer_GLASS_accX_2,0.07947061288125344,4948.0
LL_Left_Arm_Object,Glass,2,Accelerometer_GLASS_accX,0.040480766494157605,4948.0
LL_Left_Arm_Object,Glass,3,Accelerometer_GLASS_accX_3,0.036137456280143296,4948.0
LL_Left_Arm_Object,Glass,4,Accelerometer_LH_accX,0.030455152497510376,4948.0
LL_Left_Arm_Object,Glass,5,Accelerometer_GLASS_gyroX,0.02105505163014811,4948.0
LL_Left_Arm_Object,Glass,6,InertialMeasurementUnit_LLA_accY,0.017787585949335397,4948.0
LL_Left_Arm_Object,Glass,7,Accelerometer_LH_accY,0.016343497743414235,4948.0
LL_Left_Arm_Object,Glass,8,LOCATION_TAG4_Y,0.013811438559842727,4948.0
LL_Left_Arm_Object,Glass,9,Accelerometer_RKN^_accZ,0.012649693159686302,4948.0
LL_Left_Arm_Object,Glass,10,InertialMeasurementUnit_BACK_magneticZ,0.012333149205433354,4948.0
LL_Left_Arm_Object,Knife cheese,1,Accelerometer_KNIFE2_accX,0.0402487212763838,3982.0
LL_Left_Arm_Object,Knife cheese,2,Accelerometer_KNIFE2_accX_2,0.028701494099781434,3982.0
LL_Left_Arm_Object,Knife cheese,3,Accelerometer_KNIFE2_gyroX,0.02843784905036679,3982.0
LL_Left_Arm_Object,Knife cheese,4,LOCATION_TAG1_X,0.02553295927451396,3982.0
LL_Left_Arm_Object,Knife cheese,5,InertialMeasurementUnit_RUA_magneticX,0.023250367307204138,3982.0
LL_Left_Arm_Object,Knife cheese,6,Accelerometer_KNIFE1_gyroX,0.021250252536826605,3982.0
LL_Left_Arm_Object,Knife cheese,7,InertialMeasurementUnit_LLA_Quaternion2,0.019670821255260082,3982.0
LL_Left_Arm_Object,Knife cheese,8,Accelerometer_BREAD_accX,0.016471519934912273,3982.0
LL_Left_Arm_Object,Knife cheese,9,Accelerometer_LUA__accZ,0.016006328433271984,3982.0
LL_Left_Arm_Object,Knife cheese,10,Accelerometer_KNIFE2_gyroY,0.01493680359343979,3982.0
LL_Left_Arm_Object,Knife salami,1,Accelerometer_KNIFE2_accX,0.05515022826736068,3045.0
LL_Left_Arm_Object,Knife salami,2,Accelerometer_KNIFE2_accX_3,0.04745772100112264,3045.0
LL_Left_Arm_Object,Knife salami,3,Accelerometer_KNIFE2_accX_2,0.024091055132142172,3045.0
LL_Left_Arm_Object,Knife salami,4,InertialMeasurementUnit_RUA_magneticX,0.0215265491693592,3045.0
LL_Left_Arm_Object,Knife salami,5,Accelerometer_KNIFE1_accX_3,0.019974617231100077,3045.0
LL_Left_Arm_Object,Knife salami,6,Accelerometer_KNIFE1_accX_2,0.01919123768024537,3045.0
LL_Left_Arm_Object,Knife salami,7,Accelerometer_SPOON_accX_2,0.01775766759160342,3045.0
LL_Left_Arm_Object,Knife salami,8,Accelerometer_LUA__accY,0.017314031406441072,3045.0
LL_Left_Arm_Object,Knife salami,9,Accelerometer_BREAD_accX_2,0.016524725306228172,3045.0
LL_Left_Arm_Object,Knife salami,10,InertialMeasurementUnit_LLA_accX,0.016164336331052402,3045.0
LL_Left_Arm_Object,Lazychair,1,LOCATION_TAG1_X,0.09957084301489981,666.0
LL_Left_Arm_Object,Lazychair,2,LOCATION_TAG4_X,0.08204029128726471,666.0
LL_Left_Arm_Object,Lazychair,3,LOCATION_TAG2_X,0.05587951536687,666.0
LL_Left_Arm_Object,Lazychair,4,InertialMeasurementUnit_RLA_accY,0.044930570146423314,666.0
LL_Left_Arm_Object,Lazychair,5,Accelerometer_PLATE_accX,0.0412807611384514,666.0
LL_Left_Arm_Object,Lazychair,6,Accelerometer_SPOON_accX_3,0.029180106480372794,666.0
LL_Left_Arm_Object,Lazychair,7,Accelerometer_PLATE_accX_3,0.024036167140922427,666.0
LL_Left_Arm_Object,Lazychair,8,InertialMeasurementUnit_L-SHOE_EuY,0.023552685780344067,666.0
LL_Left_Arm_Object,Lazychair,9,InertialMeasurementUnit_R-SHOE_Body_Ay,0.02294374457081705,666.0
LL_Left_Arm_Object,Lazychair,10,LOCATION_TAG2_Y,0.020431627846930235,666.0
LL_Left_Arm_Object,Milk,1,Accelerometer_MILK_accX_3,0.07061176678808223,4341.0
LL_Left_Arm_Object,Milk,2,LOCATION_TAG4_X,0.03646361413577251,4341.0
LL_Left_Arm_Object,Milk,3,Accelerometer_SPOON_accX_2,0.03205568693285191,4341.0
LL_Left_Arm_Object,Milk,4,Accelerometer_MILK_accX_2,0.031444474886660106,4341.0
LL_Left_Arm_Object,Milk,5,Accelerometer_MILK_accX,0.02717515332120895,4341.0
LL_Left_Arm_Object,Milk,6,LOCATION_TAG2_Y,0.026854844303662573,4341.0
LL_Left_Arm_Object,Milk,7,Accelerometer_SPOON_accX,0.026468595581530977,4341.0
LL_Left_Arm_Object,Milk,8,LOCATION_TAG1_X,0.025222089540569412,4341.0
LL_Left_Arm_Object,Milk,9,Accelerometer_KNIFE2_accX_2,0.024718388088254363,4341.0
LL_Left_Arm_Object,Milk,10,Accelerometer_MILK_gyroY,0.023849195636736275,4341.0
LL_Left_Arm_Object,Plate,1,InertialMeasurementUnit_LLA_accZ,0.038434217526735,7981.0
LL_Left_Arm_Object,Plate,2,Accelerometer_LH_accZ,0.030028037797826642,7981.0
LL_Left_Arm_Object,Plate,3,Accelerometer_PLATE_accX_3,0.026592783627649764,7981.0
LL_Left_Arm_Object,Plate,4,InertialMeasurementUnit_LLA_accY,0.021906358295305326,7981.0
LL_Left_Arm_Object,Plate,5,Accelerometer_LH_accX,0.020170994549137865,7981.0
LL_Left_Arm_Object,Plate,6,Accelerometer_CHEESE_accX_2,0.018233775170665517,7981.0
LL_Left_Arm_Object,Plate,7,Accelerometer_LWR_accZ,0.01784220230924106,7981.0
LL_Left_Arm_Object,Plate,8,Accelerometer_LWR_accY,0.01778808558057416,7981.0
LL_Left_Arm_Object,Plate,9,InertialMeasurementUnit_BACK_magneticZ,0.01482356663419217,7981.0
LL_Left_Arm_Object,Plate,10,InertialMeasurementUnit_LUA_accY,0.014609735408139132,7981.0
LL_Left_Arm_Object,Salami,1,Accelerometer_RKN^_accZ,0.032603154023659535,18479.0
LL_Left_Arm_Object,Salami,2,Accelerometer_LWR_accY,0.03190780089645249,18479.0
LL_Left_Arm_Object,Salami,3,Accelerometer_CHEESE_accX_3,0.0277138645355745,18479.0
LL_Left_Arm_Object,Salami,4,InertialMeasurementUnit_BACK_magneticZ,0.02501261170643018,18479.0
LL_Left_Arm_Object,Salami,5,InertialMeasurementUnit_LLA_accX,0.024340914132656204,18479.0
LL_Left_Arm_Object,Salami,6,Accelerometer_SALAMI_accX,0.022361350903701414,18479.0
LL_Left_Arm_Object,Salami,7,Accelerometer_RKN^_accY,0.021412001534692426,18479.0
LL_Left_Arm_Object,Salami,8,Accelerometer_LUA__accY,0.020591344111030283,18479.0
LL_Left_Arm_Object,Salami,9,Accelerometer_SALAMI_gyroX,0.01927533493218931,18479.0
LL_Left_Arm_Object,Salami,10,LOCATION_TAG3_X,0.018703492876131756,18479.0
LL_Left_Arm_Object,Spoon,1,InertialMeasurementUnit_RUA_Quaternion2,0.038060537834812,3179.0
LL_Left_Arm_Object,Spoon,2,InertialMeasurementUnit_BACK_Quaternion1,0.034760432984383575,3179.0
LL_Left_Arm_Object,Spoon,3,Accelerometer_LWR_accY,0.030115427998635612,3179.0
LL_Left_Arm_Object,Spoon,4,Accelerometer_PLATE_accX_2,0.029011783837907285,3179.0
LL_Left_Arm_Object,Spoon,5,InertialMeasurementUnit_LLA_magneticZ,0.02826147050775994,3179.0
LL_Left_Arm_Object,Spoon,6,Accelerometer_BREAD_accX_2,0.027852771014350245,3179.0
LL_Left_Arm_Object,Spoon,7,Accelerometer_LUA^_accZ,0.02434579612877495,3179.0
LL_Left_Arm_Object,Spoon,8,InertialMeasurementUnit_LUA_Quaternion4,0.02432291272877688,3179.0
LL_Left_Arm_Object,Spoon,9,Accelerometer_SALAMI_accX_3,0.02404631383234932,3179.0
LL_Left_Arm_Object,Spoon,10,InertialMeasurementUnit_L-SHOE_EuX,0.02300017170185526,3179.0
LL_Left_Arm_Object,Sugar,1,InertialMeasurementUnit_LLA_magneticY,0.051765645376105646,6805.0
LL_Left_Arm_Object,Sugar,2,Accelerometer_SUGAR_accX_3,0.04498711079615489,6805.0
LL_Left_Arm_Object,Sugar,3,LOCATION_TAG4_X,0.03988480196126817,6805.0
LL_Left_Arm_Object,Sugar,4,Accelerometer_SUGAR_accX_2,0.03963529670612728,6805.0
LL_Left_Arm_Object,Sugar,5,LOCATION_TAG1_X,0.038461680357259505,6805.0
LL_Left_Arm_Object,Sugar,6,Accelerometer_SUGAR_accX,0.03296335634478356,6805.0
LL_Left_Arm_Object,Sugar,7,Accelerometer_LH_accX,0.03101261692172371,6805.0
LL_Left_Arm_Object,Sugar,8,Accelerometer_KNIFE2_accX,0.022432735383442988,6805.0
LL_Left_Arm_Object,Sugar,9,LOCATION_TAG1_Z,0.020916152283183175,6805.0
LL_Left_Arm_Object,Sugar,10,LOCATION_TAG2_Y,0.020192472700622955,6805.0
LL_Left_Arm_Object,Switch,1,LOCATION_TAG1_X,0.07342555630399822,974.0
LL_Left_Arm_Object,Switch,2,InertialMeasurementUnit_LUA_magneticX,0.06747771504871723,974.0
LL_Left_Arm_Object,Switch,3,InertialMeasurementUnit_BACK_magneticX,0.05507086134696439,974.0
LL_Left_Arm_Object,Switch,4,InertialMeasurementUnit_LLA_magneticY,0.054630222755327376,974.0
LL_Left_Arm_Object,Switch,5,LOCATION_TAG4_X,0.05146596381062084,974.0
LL_Left_Arm_Object,Switch,6,InertialMeasurementUnit_BACK_magneticY,0.034805034846486435,974.0
LL_Left_Arm_Object,Switch,7,InertialMeasurementUnit_LLA_accZ,0.03394235588438259,974.0
LL_Left_Arm_Object,Switch,8,InertialMeasurementUnit_RUA_magneticZ,0.03054085517942597,974.0
LL_Left_Arm_Object,Switch,9,LOCATION_TAG1_Y,0.028984926999833842,974.0
LL_Left_Arm_Object,Switch,10,InertialMeasurementUnit_LUA_Quaternion1,0.026039131989644793,974.0
LL_Left_Arm_Object,Table,1,Accelerometer_GLASS_accX_2,0.09606590451827163,1173.0
LL_Left_Arm_Object,Table,2,Accelerometer_KNIFE2_accX_2,0.08569709851954162,1173.0
LL_Left_Arm_Object,Table,3,Accelerometer_KNIFE1_accX_2,0.06397154868907592,1173.0
LL_Left_Arm_Object,Table,4,Accelerometer_KNIFE1_accX,0.058231944609501395,1173.0
LL_Left_Arm_Object,Table,5,Accelerometer_KNIFE2_accX,0.047022136078992076,1173.0
LL_Left_Arm_Object,Table,6,Accelerometer_PLATE_accX_3,0.04341710559796228,1173.0
LL_Left_Arm_Object,Table,7,LOCATION_TAG1_Y,0.03762601868034805,1173.0
LL_Left_Arm_Object,Table,8,LOCATION_TAG1_X,0.03441970684378089,1173.0
LL_Left_Arm_Object,Table,9,Accelerometer_GLASS_gyroX,0.031870668434376644,1173.0
LL_Left_Arm_Object,Table,10,Accelerometer_CUP_accX_2,0.031574516820917886,1173.0
LL_Right_Arm,_overall,1,InertialMeasurementUnit_RLA_accX,0.021244256741386566,
LL_Right_Arm,_overall,2,InertialMeasurementUnit_RLA_magneticX,0.020811367026075354,
LL_Right_Arm,_overall,3,InertialMeasurementUnit_LUA_magneticX,0.01987990065129496,
LL_Right_Arm,_overall,4,Accelerometer_CHEESE_accX_3,0.019204070138145245,
LL_Right_Arm,_overall,5,LOCATION_TAG4_X,0.01897967530542223,
LL_Right_Arm,_overall,6,InertialMeasurementUnit_BACK_magneticZ,0.016782175292367838,
LL_Right_Arm,_overall,7,InertialMeasurementUnit_LLA_magneticX,0.016303203682793106,
LL_Right_Arm,_overall,8,LOCATION_TAG1_X,0.015749582351533165,
LL_Right_Arm,_overall,9,InertialMeasurementUnit_RUA_magneticX,0.014843845900460693,
LL_Right_Arm,_overall,10,InertialMeasurementUnit_LLA_accX,0.014334210995826864,
LL_Right_Arm,bite,1,InertialMeasurementUnit_LUA_magneticX,0.07380444496170813,3804.0
LL_Right_Arm,bite,2,InertialMeasurementUnit_LUA_accY,0.06153061160189858,3804.0
LL_Right_Arm,bite,3,InertialMeasurementUnit_RLA_accX,0.05900411750900379,3804.0
LL_Right_Arm,bite,4,InertialMeasurementUnit_LLA_accX,0.058689601786806926,3804.0
LL_Right_Arm,bite,5,InertialMeasurementUnit_RUA_magneticX,0.054619947812582906,3804.0
LL_Right_Arm,bite,6,Accelerometer_LWR_accY,0.05048911901130538,3804.0
LL_Right_Arm,bite,7,InertialMeasurementUnit_RUA_accY,0.045485142188058075,3804.0
LL_Right_Arm,bite,8,Accelerometer_RUA__accY,0.031864952413992384,3804.0
LL_Right_Arm,bite,9,InertialMeasurementUnit_RUA_magneticY,0.029065257483866146,3804.0
LL_Right_Arm,bite,10,InertialMeasurementUnit_RLA_magneticY,0.026276261891568536,3804.0
LL_Right_Arm,clean,1,Accelerometer_PLATE_accX_3,0.09187488091152868,5727.0
LL_Right_Arm,clean,2,Accelerometer_KNIFE2_accX_3,0.07402747929687137,5727.0
LL_Right_Arm,clean,3,Accelerometer_GLASS_accX_2,0.06338222261349047,5727.0
LL_Right_Arm,clean,4,Accelerometer_KNIFE2_accX_2,0.059675136747637456,5727.0
LL_Right_Arm,clean,5,LOCATION_TAG1_Y,0.039772728337551175,5727.0
LL_Right_Arm,clean,6,Accelerometer_KNIFE1_accX_3,0.03616613517269166,5727.0
LL_Right_Arm,clean,7,Accelerometer_SPOON_accX_3,0.03443181560595783,5727.0
LL_Right_Arm,clean,8,Accelerometer_CUP_accX_2,0.030046780171587528,5727.0
LL_Right_Arm,clean,9,InertialMeasurementUnit_BACK_accX,0.029407794582050218,5727.0
LL_Right_Arm,clean,10,InertialMeasurementUnit_BACK_accZ,0.024020822915336155,5727.0
LL_Right_Arm,close,1,LOCATION_TAG1_X,0.046284057871915196,14628.0
LL_Right_Arm,close,2,InertialMeasurementUnit_RLA_magneticX,0.031833053309201505,14628.0
LL_Right_Arm,close,3,InertialMeasurementUnit_LLA_magneticX,0.030898851923045936,14628.0
LL_Right_Arm,close,4,LOCATION_TAG4_X,0.02527423810694221,14628.0
LL_Right_Arm,close,5,InertialMeasurementUnit_BACK_magneticZ,0.020444494116560262,14628.0
LL_Right_Arm,close,6,InertialMeasurementUnit_LLA_accX,0.018096276117591667,14628.0
LL_Right_Arm,close,7,LOCATION_TAG3_X,0.016886981554344344,14628.0
LL_Right_Arm,close,8,InertialMeasurementUnit_RUA_magneticZ,0.016820659729410152,14628.0
LL_Right_Arm,close,9,InertialMeasurementUnit_RLA_magneticZ,0.016483263607921347,14628.0
LL_Right_Arm,close,10,Accelerometer_LWR_accY,0.015848228720199704,14628.0
LL_Right_Arm,cut,1,InertialMeasurementUnit_LUA_magneticX,0.06394873300059013,9808.0
LL_Right_Arm,cut,2,Accelerometer_KNIFE1_accX,0.053765049724029984,9808.0
LL_Right_Arm,cut,3,InertialMeasurementUnit_LLA_magneticX,0.04959187729742431,9808.0
LL_Right_Arm,cut,4,InertialMeasurementUnit_RUA_magneticY,0.031867455140624966,9808.0
LL_Right_Arm,cut,5,Accelerometer_KNIFE1_accX_3,0.027291028851311416,9808.0
LL_Right_Arm,cut,6,LOCATION_TAG1_X,0.027171414563374078,9808.0
LL_Right_Arm,cut,7,InertialMeasurementUnit_BACK_Quaternion1,0.025397157270203103,9808.0
LL_Right_Arm,cut,8,Accelerometer_LUA__accZ,0.0253706999304994,9808.0
LL_Right_Arm,cut,9,LOCATION_TAG4_X,0.024820468311900445,9808.0
LL_Right_Arm,cut,10,InertialMeasurementUnit_RLA_magneticX,0.02355638695259401,9808.0
LL_Right_Arm,lock,1,LOCATION_TAG1_Y,0.08982722756736466,1161.0
LL_Right_Arm,lock,2,InertialMeasurementUnit_RUA_magneticZ,0.0622575720278757,1161.0
LL_Right_Arm,lock,3,LOCATION_TAG4_X,0.05935989715184598,1161.0
LL_Right_Arm,lock,4,LOCATION_TAG1_X,0.04292863052419607,1161.0
LL_Right_Arm,lock,5,InertialMeasurementUnit_BACK_magneticX,0.03936384820855436,1161.0
LL_Right_Arm,lock,6,InertialMeasurementUnit_LLA_magneticZ,0.03494611107652907,1161.0
LL_Right_Arm,lock,7,InertialMeasurementUnit_RUA_Quaternion1,0.032692307324126,1161.0
LL_Right_Arm,lock,8,InertialMeasurementUnit_LUA_magneticX,0.031014015852822728,1161.0
LL_Right_Arm,lock,9,LOCATION_TAG4_Y,0.029251306980779098,1161.0
LL_Right_Arm,lock,10,InertialMeasurementUnit_RUA_accY,0.026935030016153053,1161.0
LL_Right_Arm,move,1,LOCATION_TAG1_X,0.021937894933245494,114306.0
LL_Right_Arm,move,2,InertialMeasurementUnit_RLA_magneticX,0.020792354846689624,114306.0
LL_Right_Arm,move,3,LOCATION_TAG4_X,0.016908642266475232,114306.0
LL_Right_Arm,move,4,LOCATION_TAG1_Y,0.016577457157436106,114306.0
LL_Right_Arm,move,5,InertialMeasurementUnit_RLA_accY,0.016273237436177965,114306.0
LL_Right_Arm,move,6,InertialMeasurementUnit_RLA_magneticY,0.014351239491423291,114306.0
LL_Right_Arm,move,7,InertialMeasurementUnit_LLA_accZ,0.013073011258860956,114306.0
